Employee_ID,Age,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Salary
EMP0541,42,3,54,81,15,1,Lead,27500000
EMP0542,24,5,39,94,13,69,Senior,22500000
EMP0543,29,4,25,40,7,38,Junior,6500000
EMP0544,43,3,99,102,10,26,Mid,11500000
EMP0545,41,3,71,21,11,30,Lead,27500000
EMP0546,44,3,87,188,10,37,Lead,27500000
EMP0547,41,3,16,165,3,48,Junior,6500000
EMP0548,49,2,56,99,7,25,Mid,11500000
EMP0549,56,3,41,199,7,6,Mid,11500000
EMP0550,50,1,39,118,11,73,Junior,6500000
EMP0551,59,4,99,117,14,11,Senior,22500000
EMP0552,27,5,49,110,11,72,Lead,27500000
EMP0553,35,2,34,116,8,82,Senior,22500000
EMP0554,50,5,22,0,9,17,Mid,11500000
EMP0555,49,4,24,67,3,79,Lead,27500000
EMP0556,31,2,11,32,13,68,Junior,6500000
EMP0557,25,3,66,73,5,74,Senior,22500000
EMP0558,45,2,38,187,3,45,Lead,27500000
EMP0559,23,5,9,93,11,41,Junior,6500000
EMP0560,50,4,96,63,18,51,Lead,27500000
EMP0561,46,3,29,197,11,44,Junior,6500000
EMP0562,52,1,27,102,5,44,Mid,11500000
EMP0563,36,3,98,24,1,96,Lead,27500000
EMP0564,59,3,17,110,16,67,Senior,22500000
EMP0565,54,1,8,102,13,57,Lead,27500000
EMP0566,29,3,12,84,10,16,Lead,27500000
EMP0567,37,3,18,84,14,84,Lead,27500000
EMP0568,59,5,77,19,13,26,Lead,27500000
EMP0569,55,1,28,196,16,66,Mid,11500000
EMP0570,27,2,95,184,2,35,Mid,11500000
EMP0571,44,3,46,120,2,39,Lead,27500000
EMP0572,42,3,88,159,15,18,Junior,6500000
EMP0573,56,5,87,11,10,92,Lead,27500000
EMP0574,50,3,98,177,9,88,Junior,6500000
EMP0575,56,3,88,49,18,60,Senior,22500000
EMP0576,23,5,43,164,7,80,Mid,11500000
EMP0577,54,3,80,173,15,31,Junior,6500000
EMP0578,47,3,67,175,16,92,Senior,22500000
EMP0579,53,3,60,26,2,22,Senior,22500000
EMP0580,39,1,75,118,10,76,Senior,22500000
EMP0581,55,4,41,113,1,51,Senior,22500000
EMP0582,51,4,96,182,12,22,Junior,6500000
EMP0583,44,5,83,150,8,32,Junior,6500000
EMP0584,41,1,95,34,1,51,Junior,6500000
EMP0585,44,1,71,158,19,25,Junior,6500000
EMP0586,29,2,89,176,9,18,Lead,27500000
EMP0587,35,2,21,60,12,27,Junior,6500000
EMP0588,44,4,35,167,1,16,Mid,11500000
EMP0589,35,1,51,151,15,79,Junior,6500000
EMP0590,23,3,51,28,9,51,Mid,11500000
EMP0591,25,5,51,143,19,67,Lead,27500000
EMP0592,45,2,20,153,16,38,Mid,11500000
EMP0593,57,3,51,53,13,49,Mid,11500000
EMP0594,30,5,41,129,11,6,Lead,27500000
EMP0595,37,1,59,199,10,77,Junior,6500000
EMP0596,53,2,24,3,19,76,Lead,27500000
EMP0597,53,2,65,2,6,93,Junior,6500000
EMP0598,48,4,33,115,10,87,Mid,11500000
EMP0599,41,2,59,158,19,15,Junior,6500000
EMP0600,25,1,27,48,18,97,Junior,6500000
EMP0601,57,4,87,194,10,26,Junior,6500000
EMP0602,46,5,46,53,4,94,Mid,11500000
EMP0603,36,3,96,197,11,7,Mid,11500000
EMP0604,33,4,66,22,15,72,Junior,6500000
EMP0605,28,1,51,114,16,80,Senior,22500000
EMP0606,57,1,6,54,18,51,Senior,22500000
EMP0607,45,3,52,69,7,59,Junior,6500000
EMP0608,27,4,1,44,11,82,Lead,27500000
EMP0609,52,5,48,75,5,27,Lead,27500000
EMP0610,42,1,51,94,14,71,Junior,6500000
EMP0611,32,1,95,35,7,83,Mid,11500000
EMP0612,37,3,22,12,17,55,Lead,27500000
EMP0613,35,3,87,140,1,85,Lead,27500000
EMP0614,46,5,87,25,11,79,Junior,6500000
EMP0615,35,2,17,65,15,52,Mid,11500000
EMP0616,59,3,5,114,0,43,Junior,6500000
EMP0617,39,1,33,172,12,93,Junior,6500000
EMP0618,35,2,35,114,16,55,Mid,11500000
EMP0619,45,4,8,21,10,9,Senior,22500000
EMP0620,29,3,91,8,3,82,Mid,11500000
EMP0621,46,5,72,91,8,89,Lead,27500000
EMP0622,55,1,75,104,10,50,Mid,11500000
EMP0623,49,1,51,61,15,10,Mid,11500000
EMP0625,39,1,37,81,10,48,Senior,22500000
EMP0626,55,2,60,123,18,77,Senior,22500000
EMP0627,24,4,51,17,16,81,Lead,27500000
EMP0628,33,1,98,188,14,67,Lead,27500000
EMP0629,57,3,18,91,18,61,Mid,11500000
EMP0630,26,2,30,92,10,81,Lead,27500000
EMP0631,40,3,40,60,18,16,Senior,22500000
EMP0632,33,4,18,177,17,32,Lead,27500000
EMP0633,48,4,3,195,11,99,Junior,6500000
EMP0634,38,1,46,36,0,70,Junior,6500000
EMP0635,49,1,54,43,9,29,Junior,6500000
EMP0636,43,1,72,90,0,82,Lead,27500000
EMP0637,31,2,59,103,16,88,Lead,27500000
EMP0638,27,3,82,2,13,44,Lead,27500000
EMP0639,38,5,51,154,1,96,Mid,11500000
EMP0640,33,2,81,150,11,7,Lead,27500000
EMP0641,27,5,25,116,15,59,Lead,27500000
EMP0642,43,5,61,65,4,86,Mid,11500000
EMP0643,37,5,38,170,14,52,Mid,11500000
EMP0644,25,1,32,194,15,79,Junior,6500000
EMP0645,46,5,77,103,4,70,Senior,22500000
EMP0646,54,3,51,56,7,51,Mid,11500000
EMP0647,22,1,33,93,10,86,Senior,22500000
EMP0648,36,3,22,76,11,13,Senior,22500000
EMP0649,38,4,31,135,0,38,Junior,6500000
EMP0650,40,3,70,178,10,79,Lead,27500000
EMP0651,40,5,38,102,11,78,Junior,6500000
EMP0652,41,4,75,102,16,29,Lead,27500000
EMP0653,22,5,69,62,12,98,Mid,11500000
EMP0654,44,2,4,156,0,44,Senior,22500000
EMP0655,37,5,2,96,14,45,Mid,11500000
EMP0656,45,4,7,107,1,2,Senior,22500000
EMP0657,41,5,38,58,17,57,Senior,22500000
EMP0658,36,4,51,21,7,21,Mid,11500000
EMP0659,45,2,81,68,18,60,Lead,27500000
EMP0660,58,5,50,162,18,87,Junior,6500000
EMP0661,54,4,6,128,16,61,Mid,11500000
EMP0662,53,4,29,176,6,46,Lead,27500000
EMP0663,52,4,95,148,14,92,Junior,6500000
EMP0664,36,4,51,10,10,37,Lead,27500000
EMP0665,22,5,0,65,2,30,Senior,22500000
EMP0666,33,1,14,65,18,91,Mid,11500000
EMP0667,56,3,85,191,13,54,Mid,11500000
EMP0668,58,4,52,10,18,79,Junior,6500000
EMP0669,51,1,51,136,16,1,Mid,11500000
EMP0670,47,5,47,102,10,75,Lead,27500000
EMP0671,32,2,33,3,11,88,Senior,22500000
EMP0672,53,4,90,78,14,91,Lead,27500000
EMP0673,23,1,20,90,10,93,Mid,11500000
EMP0674,31,3,83,119,19,38,Junior,6500000
EMP0675,43,2,57,120,12,11,Junior,6500000
EMP0676,30,1,59,93,15,34,Mid,11500000
EMP0677,51,1,67,71,11,4,Mid,11500000
EMP0678,41,3,58,118,4,5,Mid,11500000
EMP0679,42,5,81,82,17,36,Senior,22500000
EMP0680,39,2,33,102,2,38,Junior,6500000
EMP0681,41,4,72,49,15,76,Junior,6500000
EMP0682,37,3,40,171,0,10,Lead,27500000
EMP0683,56,4,36,30,19,46,Mid,11500000
EMP0684,50,3,40,84,8,80,Senior,22500000
EMP0685,51,1,73,32,9,98,Senior,22500000
EMP0686,24,2,38,137,4,95,Senior,22500000
EMP0687,53,3,52,76,14,8,Mid,11500000
EMP0688,35,1,76,190,19,91,Junior,6500000
EMP0689,47,3,36,191,18,30,Mid,11500000
EMP0690,26,5,70,141,4,90,Lead,27500000
EMP0691,49,2,69,16,7,46,Mid,11500000
EMP0692,29,5,18,102,8,75,Mid,11500000
EMP0693,54,4,24,53,14,91,Mid,11500000
EMP0694,57,5,73,32,1,45,Mid,11500000
EMP0695,34,1,85,11,10,19,Junior,6500000
EMP0696,41,4,63,118,10,20,Senior,22500000
EMP0697,39,4,62,63,4,19,Mid,11500000
EMP0698,41,4,90,161,13,16,Junior,6500000
EMP0699,54,2,86,57,6,45,Mid,11500000
EMP0700,42,4,17,94,17,15,Lead,27500000
EMP0701,45,5,49,95,6,90,Junior,6500000
EMP0702,49,4,45,125,19,44,Junior,6500000
EMP0703,26,2,65,65,2,76,Junior,6500000
EMP0704,51,3,31,56,18,44,Lead,27500000
EMP0705,45,2,73,6,16,92,Mid,11500000
EMP0706,35,2,25,102,8,56,Junior,6500000
EMP0707,57,5,52,170,16,85,Senior,22500000
EMP0708,57,3,95,1,13,36,Lead,27500000
EMP0709,47,1,94,188,15,67,Junior,6500000
EMP0710,34,4,73,92,3,96,Senior,22500000
EMP0711,42,4,96,145,18,63,Senior,22500000
EMP0712,41,5,35,24,18,42,Lead,27500000
EMP0713,55,1,10,38,6,24,Junior,6500000
EMP0714,35,3,96,157,18,78,Lead,27500000
EMP0715,42,2,91,45,14,73,Senior,22500000
EMP0716,40,4,13,102,16,47,Senior,22500000
EMP0717,33,3,19,102,12,87,Lead,27500000
EMP0718,57,5,39,187,15,51,Senior,22500000
EMP0719,51,2,11,102,13,51,Mid,11500000
EMP0720,54,5,32,134,4,36,Junior,6500000
EMP0721,44,2,6,127,13,34,Lead,27500000
EMP0722,41,2,85,138,3,44,Senior,22500000
EMP0723,49,4,79,111,17,51,Senior,22500000
EMP0724,49,5,16,18,16,63,Mid,11500000
EMP0725,40,3,94,33,5,51,Lead,27500000
EMP0726,58,3,61,107,4,10,Junior,6500000
EMP0727,52,4,66,175,7,84,Lead,27500000
EMP0728,38,1,56,33,4,69,Mid,11500000
EMP0729,49,2,86,79,11,15,Senior,22500000
EMP0730,25,2,66,155,0,33,Junior,6500000
EMP0731,27,3,59,157,15,28,Junior,6500000
EMP0732,40,3,59,168,9,63,Junior,6500000
EMP0733,44,1,8,38,14,33,Mid,11500000
EMP0734,27,5,46,64,7,92,Junior,6500000
EMP0735,45,3,89,129,6,96,Lead,27500000
EMP0736,43,5,88,41,8,67,Senior,22500000
EMP0737,42,5,18,118,17,64,Lead,27500000
EMP0738,35,4,36,106,17,44,Senior,22500000
EMP0739,45,4,48,55,16,87,Junior,6500000
EMP0740,46,5,6,105,5,59,Lead,27500000
EMP0741,38,5,15,40,19,22,Mid,11500000
EMP0742,56,5,56,180,10,4,Junior,6500000
EMP0743,41,1,69,184,6,96,Mid,11500000
EMP0744,49,4,39,108,7,21,Mid,11500000
EMP0745,23,1,51,13,9,62,Mid,11500000
EMP0746,55,4,51,9,10,21,Mid,11500000
EMP0747,22,2,26,38,5,99,Lead,27500000
EMP0748,24,2,74,1,6,43,Lead,27500000
EMP0749,43,3,16,169,10,44,Mid,11500000
EMP0750,25,4,4,176,15,51,Senior,22500000
EMP0751,36,4,39,164,19,88,Lead,27500000
EMP0752,57,5,46,74,7,14,Mid,11500000
EMP0753,33,3,31,36,8,3,Lead,27500000
EMP0754,58,2,62,83,12,24,Mid,11500000
EMP0755,28,2,94,119,4,42,Junior,6500000
EMP0756,52,1,29,139,13,77,Lead,27500000
EMP0757,26,2,17,198,10,81,Junior,6500000
EMP0758,48,1,2,133,17,74,Mid,11500000
EMP0759,46,1,48,109,1,30,Senior,22500000
EMP0760,38,1,71,117,2,51,Lead,27500000
EMP0761,49,3,54,198,15,78,Senior,22500000
EMP0762,48,4,29,159,9,51,Lead,27500000
EMP0763,41,5,51,177,12,64,Senior,22500000
EMP0764,50,5,15,163,15,83,Mid,11500000
EMP0765,48,1,19,27,14,2,Mid,11500000
EMP0766,38,4,21,182,0,59,Lead,27500000
EMP0767,59,3,73,131,6,91,Mid,11500000
EMP0768,37,2,21,177,10,87,Mid,11500000
EMP0769,30,2,37,139,14,12,Junior,6500000
EMP0770,53,5,36,145,10,52,Junior,6500000
EMP0771,22,1,84,50,2,95,Senior,22500000
EMP0772,30,4,71,73,10,73,Senior,22500000
EMP0773,28,3,2,107,10,94,Mid,11500000
EMP0774,58,2,91,60,14,56,Lead,27500000
EMP0776,58,4,42,35,10,76,Mid,11500000
EMP0777,25,3,58,61,10,20,Senior,22500000
EMP0778,58,4,68,137,7,89,Mid,11500000
EMP0779,31,4,94,61,8,55,Junior,6500000
EMP0780,31,5,83,107,8,79,Lead,27500000
EMP0781,56,2,7,29,10,55,Lead,27500000
EMP0782,29,1,85,59,16,20,Senior,22500000
EMP0783,44,1,56,80,18,51,Lead,27500000
EMP0784,28,3,39,21,14,51,Senior,22500000
EMP0785,23,2,25,100,2,26,Junior,6500000
EMP0786,59,5,51,102,11,68,Mid,11500000
EMP0787,41,1,77,32,15,38,Senior,22500000
EMP0788,52,2,12,31,3,70,Mid,11500000
EMP0789,51,2,74,79,7,36,Lead,27500000
EMP0790,46,5,51,25,10,70,Junior,6500000
EMP0791,31,3,76,142,4,35,Lead,27500000
EMP0792,38,2,18,94,6,55,Mid,11500000
EMP0793,30,4,62,164,9,18,Senior,22500000
EMP0794,53,1,13,73,18,23,Junior,6500000
EMP0795,45,3,77,112,12,19,Mid,11500000
EMP0796,37,5,6,166,18,90,Junior,6500000
EMP0797,33,4,60,62,18,5,Junior,6500000
EMP0798,56,2,62,54,5,51,Senior,22500000
EMP0799,38,3,78,163,1,87,Lead,27500000
EMP0800,50,2,29,87,18,56,Lead,27500000
EMP0801,57,3,80,198,10,85,Lead,27500000
EMP0802,56,5,81,87,17,74,Mid,11500000
EMP0803,25,5,31,19,9,85,Mid,11500000
EMP0804,28,3,18,4,10,97,Mid,11500000
EMP0805,40,1,57,132,3,98,Junior,6500000
EMP0806,41,2,89,180,12,32,Mid,11500000
EMP0807,43,3,80,79,13,82,Junior,6500000
EMP0808,42,4,91,176,10,86,Junior,6500000
EMP0809,26,1,84,147,17,13,Senior,22500000
EMP0810,53,3,36,23,4,1,Lead,27500000
EMP0811,22,1,30,107,6,71,Junior,6500000
EMP0812,41,1,70,3,1,34,Senior,22500000
EMP0813,49,5,27,4,6,92,Mid,11500000
EMP0814,58,1,40,136,10,79,Lead,27500000
EMP0815,41,5,39,176,18,87,Mid,11500000
EMP0816,39,4,75,54,16,5,Senior,22500000
EMP0817,26,1,69,18,18,21,Junior,6500000
EMP0818,52,4,64,162,2,27,Junior,6500000
EMP0819,23,2,44,186,10,20,Senior,22500000
EMP0820,30,1,9,7,8,28,Lead,27500000
EMP0821,23,1,75,91,14,8,Mid,11500000
EMP0822,39,3,82,23,7,51,Lead,27500000
EMP0823,56,2,67,160,10,99,Mid,11500000
EMP0824,46,1,7,147,10,92,Lead,27500000
EMP0825,37,2,6,90,15,49,Junior,6500000
EMP0826,41,3,8,20,17,72,Senior,22500000
EMP0827,25,5,79,88,4,19,Senior,22500000
EMP0828,53,1,23,120,9,43,Lead,27500000
EMP0829,41,3,52,40,2,4,Mid,11500000
EMP0830,36,4,26,90,10,61,Junior,6500000
EMP0831,39,1,74,137,7,22,Mid,11500000
EMP0832,41,5,74,188,19,41,Junior,6500000
EMP0833,24,2,27,128,2,66,Mid,11500000
EMP0834,41,1,93,174,17,10,Senior,22500000
EMP0835,50,3,87,190,12,12,Senior,22500000
EMP0836,29,4,40,145,17,74,Mid,11500000
EMP0837,22,5,89,3,6,6,Lead,27500000
EMP0838,42,1,18,102,17,33,Senior,22500000
EMP0839,23,3,14,146,10,44,Junior,6500000
EMP0840,55,1,11,172,8,41,Junior,6500000
EMP0841,42,1,90,79,3,53,Lead,27500000
EMP0842,54,2,29,105,14,87,Lead,27500000
EMP0843,28,1,8,133,10,22,Senior,22500000
EMP0844,36,2,51,3,8,4,Mid,11500000
EMP0845,30,5,30,1,13,62,Junior,6500000
EMP0846,51,5,23,190,13,70,Junior,6500000
EMP0847,38,1,85,12,13,97,Senior,22500000
EMP0848,59,2,61,131,10,97,Junior,6500000
EMP0849,42,2,80,12,6,51,Junior,6500000
EMP0851,58,5,98,104,13,11,Mid,11500000
EMP0852,38,5,90,115,10,12,Junior,6500000
EMP0853,38,4,24,143,7,64,Junior,6500000
EMP0854,32,5,97,80,5,76,Senior,22500000
EMP0855,31,3,42,46,17,3,Lead,27500000
EMP0856,22,1,87,155,6,36,Senior,22500000
EMP0857,41,1,41,110,12,51,Senior,22500000
EMP0858,46,5,14,102,19,50,Senior,22500000
EMP0859,37,2,29,57,11,67,Senior,22500000
EMP0860,41,1,74,162,10,78,Lead,27500000
EMP0861,53,5,9,23,18,73,Senior,22500000
EMP0862,46,4,55,45,1,59,Senior,22500000
EMP0863,34,3,91,83,0,83,Senior,22500000
EMP0864,37,3,70,171,6,79,Junior,6500000
EMP0865,41,4,2,191,12,99,Junior,6500000
EMP0866,49,5,82,142,5,88,Junior,6500000
EMP0867,41,1,78,31,17,86,Mid,11500000
EMP0868,52,5,76,89,19,23,Mid,11500000
EMP0869,49,5,95,53,5,46,Junior,6500000
EMP0870,50,3,50,197,0,45,Mid,11500000
EMP0871,55,4,54,102,14,10,Mid,11500000
EMP0872,58,3,0,18,12,64,Junior,6500000
EMP0873,41,2,51,29,18,64,Senior,22500000
EMP0874,26,3,6,22,9,70,Junior,6500000
EMP0875,41,5,7,124,1,15,Mid,11500000
EMP0876,58,4,45,118,19,95,Mid,11500000
EMP0877,58,3,0,57,13,52,Mid,11500000
EMP0878,52,1,65,148,15,62,Junior,6500000
EMP0879,54,2,93,60,6,15,Junior,6500000
EMP0880,53,2,66,26,11,51,Lead,27500000
EMP0881,38,2,58,5,16,4,Mid,11500000
EMP0882,44,5,11,145,7,18,Mid,11500000
EMP0883,58,1,30,186,0,35,Mid,11500000
EMP0884,38,2,99,161,1,75,Mid,11500000
EMP0885,39,1,50,156,0,76,Mid,11500000
EMP0886,35,3,68,120,17,34,Junior,6500000
EMP0887,37,2,17,86,9,28,Mid,11500000
EMP0888,45,3,86,102,19,40,Senior,22500000
EMP0889,41,1,6,128,17,68,Mid,11500000
EMP0890,34,4,51,30,3,77,Junior,6500000
EMP0891,42,4,14,64,10,42,Junior,6500000
EMP0892,40,4,86,198,10,3,Senior,22500000
EMP0893,37,3,23,164,17,17,Mid,11500000
EMP0894,49,5,32,100,14,23,Senior,22500000
EMP0895,26,4,47,170,12,54,Senior,22500000
EMP0896,29,5,93,191,1,68,Senior,22500000
EMP0897,36,4,97,93,17,7,Lead,27500000
EMP0898,30,3,8,98,16,13,Lead,27500000
EMP0899,39,3,41,67,17,87,Senior,22500000
EMP0900,41,2,30,132,11,46,Junior,6500000
EMP0901,57,3,63,16,8,88,Mid,11500000
EMP0902,47,3,62,177,15,8,Lead,27500000
EMP0903,23,2,0,23,12,64,Senior,22500000
EMP0904,59,4,96,128,11,61,Lead,27500000
EMP0905,27,3,32,138,5,50,Lead,27500000
EMP0906,24,3,51,108,0,26,Lead,27500000
EMP0907,42,5,90,37,10,44,Lead,27500000
EMP0908,44,1,8,55,10,51,Senior,22500000
EMP0909,47,3,4,95,0,51,Junior,6500000
EMP0910,43,1,53,130,8,0,Mid,11500000
EMP0911,41,4,10,147,8,15,Mid,11500000
EMP0912,51,2,57,3,19,94,Mid,11500000
EMP0913,53,4,30,77,16,37,Mid,11500000
EMP0914,23,5,42,121,17,11,Lead,27500000
EMP0915,59,3,32,198,12,59,Lead,27500000
EMP0916,51,4,28,160,9,57,Lead,27500000
EMP0917,41,2,2,185,11,32,Lead,27500000
EMP0918,48,1,55,187,16,61,Senior,22500000
EMP0919,33,4,52,172,7,94,Junior,6500000
EMP0920,44,5,89,131,17,51,Mid,11500000
EMP0921,36,3,64,112,8,4,Senior,22500000
EMP0922,56,3,14,44,0,74,Lead,27500000
EMP0923,24,5,3,16,6,51,Mid,11500000
EMP0925,26,1,51,113,19,39,Senior,22500000
EMP0927,31,1,32,23,7,76,Senior,22500000
EMP0928,43,1,80,150,13,19,Junior,6500000
EMP0929,41,4,22,156,11,89,Mid,11500000
EMP0930,59,2,51,190,16,49,Mid,11500000
EMP0931,41,2,92,80,14,96,Senior,22500000
EMP0932,23,4,78,58,11,51,Senior,22500000
EMP0933,46,1,84,182,18,28,Lead,27500000
EMP0934,59,3,46,64,7,34,Mid,11500000
EMP0935,51,2,61,65,17,82,Senior,22500000
EMP0936,27,4,61,182,12,68,Senior,22500000
EMP0937,36,3,88,175,6,4,Senior,22500000
EMP0938,42,4,80,83,10,85,Mid,11500000
EMP0939,41,1,12,134,5,4,Junior,6500000
EMP0940,34,1,71,50,4,51,Mid,11500000
EMP0941,32,1,51,187,8,15,Lead,27500000
EMP0942,25,1,34,93,15,60,Senior,22500000
EMP0943,55,5,90,191,16,51,Senior,22500000
EMP0944,35,3,25,23,14,11,Mid,11500000
EMP0945,59,4,50,109,14,90,Lead,27500000
EMP0946,33,4,3,56,13,95,Mid,11500000
EMP0947,35,3,43,102,10,88,Mid,11500000
EMP0948,35,4,51,19,5,97,Mid,11500000
EMP0949,46,2,40,133,14,50,Senior,22500000
EMP0950,40,4,60,135,13,44,Junior,6500000
EMP0951,39,2,54,38,1,88,Mid,11500000
EMP0952,33,3,1,59,12,6,Senior,22500000
EMP0953,24,5,61,14,14,40,Junior,6500000
EMP0954,58,2,48,110,1,25,Senior,22500000
EMP0955,30,4,73,199,5,52,Lead,27500000
EMP0956,50,4,64,115,10,91,Senior,22500000
EMP0957,49,2,27,138,19,49,Junior,6500000
EMP0958,43,4,93,46,16,67,Junior,6500000
EMP0959,22,5,47,25,8,53,Senior,22500000
EMP0960,33,5,15,78,11,93,Senior,22500000
EMP0961,25,3,13,64,13,99,Lead,27500000
EMP0962,41,1,50,13,15,31,Mid,11500000
EMP0963,24,5,78,117,15,50,Junior,6500000
EMP0964,27,2,51,110,15,93,Lead,27500000
EMP0965,22,4,23,152,5,9,Junior,6500000
EMP0966,38,3,28,177,2,61,Lead,27500000
EMP0967,24,2,99,101,0,90,Junior,6500000
EMP0968,24,1,97,37,16,65,Mid,11500000
EMP0969,41,1,67,102,2,17,Mid,11500000
EMP0970,39,1,91,86,13,99,Lead,27500000
EMP0971,54,5,29,10,9,75,Lead,27500000
EMP0972,47,4,84,71,19,37,Senior,22500000
EMP0973,43,1,70,133,10,56,Mid,11500000
EMP0974,22,1,59,134,5,1,Junior,6500000
EMP0975,40,3,49,123,1,50,Lead,27500000
EMP0976,27,4,38,14,9,40,Lead,27500000
EMP0977,47,5,50,103,16,6,Junior,6500000
EMP0978,42,4,94,102,1,82,Mid,11500000
EMP0979,26,5,15,143,0,15,Lead,27500000
EMP0980,39,1,92,72,7,40,Mid,11500000
EMP0981,36,4,95,139,13,12,Lead,27500000
EMP0982,41,5,13,13,4,38,Mid,11500000
EMP0983,49,4,56,176,4,93,Mid,11500000
EMP0984,58,2,77,69,7,13,Mid,11500000
EMP0985,30,4,48,19,11,86,Mid,11500000
EMP0986,47,3,30,28,16,75,Senior,22500000
EMP0987,41,3,67,97,1,21,Junior,6500000
EMP0988,28,5,75,139,10,6,Senior,22500000
EMP0989,30,3,43,129,5,68,Lead,27500000
EMP0990,54,3,46,139,16,62,Junior,6500000
EMP0991,43,1,44,185,8,65,Mid,11500000
EMP0992,22,3,51,154,0,74,Senior,22500000
EMP0993,29,4,94,175,2,51,Senior,22500000
EMP0994,55,4,64,147,14,87,Junior,6500000
EMP0995,46,2,29,98,2,92,Junior,6500000
EMP0996,54,1,51,81,5,95,Senior,22500000
EMP0997,30,3,15,166,13,19,Mid,11500000
EMP0999,32,1,51,183,1,34,Senior,22500000
EMP1000,40,4,51,152,18,3,Senior,22500000
